text,label
"-*----
Cross-posted and with followups directed to talk.politics.theory.

-*----

In other words, we should jail people who say the wrong 
things.  In this advocacy, we can see a truly ugly meme.
Does Mark Robert Thorson advocate jailing himself?",sci.med
"# #They believe that they have a right to FORCE people to hire them,
# #rent to them, and do business with them, regardless of the feelings
# #or beliefs of the other person.
# 
# Cramer, you are off your target again.  The law *forces* no one to obey
# it.  At every point any individual may stand up and say *this law
# sucks*.  Even you could say this.  Gay men and women have not *forced*

You mean they passed a law that does nothing at all?  No enforcement
mechanisms?  As usual, you are wrong.

# any off this.  Changes in the law have been brought about by
# democratic* processes, those same processes are the ones that protect
# you from certain abuses.

Yeah, right.  I guess the next time a homosexual complains about
sodomy laws, I can just echo your stupidity about ""democratic
processes"" and he won't have any basis for complaint.

# #I must admit that I never understood why it is referred to as an 
# #abomination, until I started to read soc.motss, and started finding
# #evidence that homosexuality is a response to child molestation --
# #which is disproportionately done by homosexuals.  (Just to make
# #Brian Kane happy -- 30% of molestation is done by homosexuals and
# #bisexuals, but it is possible that this is because homosexual/bisexual
# #molesters have far more victims than heterosexual molesters.)
# 
# No it isn't.  No it isn't. No it isn't and it depends on the subset
# (note *subset*) of abuse you look at.

Repeating it three times makes it more correct?

# #Clayton E. Cramer {uunet,pyramid}!optilink!cramer  My opinions, all mine!
# #Relations between people to be by mutual consent, or not at all.
# 
# * Xavier Gallagher*************************** Play  ***************************",talk.politics.misc
"Hi,

I've noticed that if you only save a model (with all your mapping planes
positioned carefully) to a .3DS file that when you reload it after restarting
3DS, they are given a default position and orientation.  But if you save
to a .PRJ file their positions/orientation are preserved.  Does anyone
know why this information is not stored in the .3DS file?  Nothing is
explicitly said in the manual about saving texture rules in the .PRJ file. 
I'd like to be able to read the texture rule information, does anyone have 
the format for the .PRJ file?

Is the .CEL file format available from somewhere?

Rych",comp.graphics
"
I can only say that those people are wrong. The word harass means to 
irritate or torment persistently; I'd hardly consider one time to fall
under the definition of persistent.  Additionally, there is no basis
to assume the behaviour is unwanted, unlike an illegal proposition.

I was speaking from a legalistic viewpoint.  What you say is true, but
the law, in order to make what little sense it manages to make, has to
make *some* assumptions.  Assuming that an illegal activity is unwanted
by the average citizen I think is reasonable.  Certainly, I would need
a preponderance of evidence on the side of the propositioner that there
was a reasonable belief that the proposition was welcome.

The number of people who participate in ""victimless"" crimes notwithstanding,
the fact reamins that under the law, the activity is illegal.  To presume
that the proposition *is* welcome simply because a large number of people
indulge in it is the type of sophistry only a lawyer could indulge in
with a straight face.
--------------------------------------------------------------------------
...Dale Cook    ""Any town having more churches than bars has a serious
                   social problem."" ---Edward Abbey
The opinions are mine only (i.e., they are NOT my employer's)",talk.politics.misc
"Hi,

Can anybody suggest robust algorithms/code for computing the point of intersection
on n, 2-d lines in a plane. The data has outliers and hence a simple least squares
technique does not seem to provide satifactory results.

Please respond by e-mail and I will post the summary to the newsgroups
if there is sufficient interest.

Thanks,

Raj Talluri
Member Technical Staff
Image Understanding Branch
Texas Instruments
Central Research Labs
Dallas, Texas 75248",comp.graphics
"Help!  I'm trying to program my VGA!  I've got it working
with in pascal with the following routines for mode $13h
(320*200*256).  I've got a VESA compatable Trident 8900C w/1meg
and need to program in 1024*768 mode.  I don't care how many colors.
 
Could someone take this code and help me write 2 new procedures to
replace them so that it'll work in 1024*768*16 or 1024*768*256?
 
That'd be GREAT!  Thanks...
 
Here is the code I currently have for 320*200*256 mode:
 
  Procedure GraphMode;
 
    Begin { VideoMode }
      Asm
        Mov  AH,00
        Mov  AL,13h
        Int  10h
      End;
    End;  { VideoMode }
 
  Procedure PlotPoint (x, y, c : Integer);
 
    Begin
      Mem[$A000:x+y*320]:=c;
    End;
 

-- ",comp.graphics
"I'm not sure if you got the information you were looking for, so I'll
post it anyway for the general public.  To load an image on your root
window add this line to the end of your .xsession file:

 xloadimage -onroot -fullscreen <gif_file_name> &

This is assuming of course you have the xloadimage client, and as
for the switches, I think they pretty much explain what is going on.
If you leave out the <&>, the terminal locks till you kill it.
(You already knew that though...)

Hope this helps.",comp.graphics
"
Jobs?  What the hell have jobs to do with it?  It's another touchy-feely 
program from the new, vapid administration.  The fact is, the major claim
made for ""universal"" immunization -- that ""all children will be immunized"" --
has absolutely no validity.  Several states already have U.I. programs, have
had these programs for _years_. The result: on average, their success rates
are no better than the national average.  It seems that the gummint hasn't
yet figured out a way to MAKE parents bring their kids in.  Yet another case
of shameless demagoguery from the ""new"" Democrats, the ""agents of change."" 
 

What?  Clinton using this issue for _partisan gain_?  Do tell.
 

All together now... c'mon, you know the words... ""Meet the new boss! Same as 
the old boss!""  And the chorus: ""We won't get fooled again!""

------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ 

Paul Havemann   (Internet: paul@hsh.com)",talk.politics.misc
"
Of course, one again faces the question of how one circumscribes government
power (and keeps it circumscribed) in a complex society when it is in the 
interest of neither capitalists nor consumers to refrain from using 
government power for their own ends.  But apart from that little 
conundrum...

It would seem that a society with a ""failed"" government would be an ideal
setting for libertarian ideals to be implemented.  Now why do you suppose
that never seems to occur?...

I wouldn't call it ""vague.""  I'd call it elastic.  All ""regulation"" is 
not necessarily the same.  By opposing all government regulation, some 
libertarians treat every system from a command economy to those that
regulate relatively free markets as identical.  That's one reason
many of the rest of us find their analysis to be simplistic. 

jsh",talk.politics.misc
"


    ^^^
If french is your language, try counting in french in stead, maybe
it will work better.... :-)",comp.graphics
"I would e-mail this to you, but my mailserver doesn't recognize you or
something.

Anyway, the worst pitcher on the Yanks. If you mean currently on the team,
then I have to go with Scott ""I'm a schizophrenic...No, I'm NOT!""
Kamienicki. Sure, occasionally the guy can pitch well for 5 or 6 innings,
but then he starts to go insane. A sure sign that he's losing his stuff
(and his mind) is when he starts to stalk around the mound between batters
and yell at himself.

The worst all-time Yanks pitcher?  Gotta go with Ed ""New York? I have to
pitch in [gulp] New York?"" Whitson. 'Nuff said!


--I'm outta here like Vladimir!
-Alan Sepinwall XVIII",rec.sport.baseball
"Hello,

I am writing a grant proposal for a Developmental Genetics class and I
have chose to look at the Neurofibromatosis 1 gene and its variable
expressivity.  I am curious what has already been done on this subject,
especially the relationship between specific mutations and the resulting
phenotype.  My literature search has produce many references, but I want to
make sure I am proposing new research.  If anyone knows aything that has been
recently or key peopl doing research to search for using MEDLINE, I would
apprciate being informed.

Thank you.",sci.med
"



Which provided the basis for the denoument of the film which
introduced Errol Flynn to the world.  (Love interest was Olivia de
Havilland, who went on to appear with Flynn in 7 more films.)

[Exercise for non-old-movie buffs: what film was this?]
[Exercise for old movie buffs: what were the 7 more films?]",talk.politics.misc
"
What suburban kid would want to hold down a minimum wage job when there is so
much more money to be made dealing drugs?

Yet, somehow, surburban kids do hold down minimum wage jobs.  So do inner
city kids, when give the chance.  Any reason you think that inner city kids
are incapable of doing legitimate work?",talk.politics.misc
"
Short of changes by the feds, there is no way.  Codeine alone is very
difficult to prescribe without a lot of hassles.  Tylenol #3 is the
best compromise.  That way he can get refills.  The amount of acetominophen
he is getting with his codeine won't hurt him any.

-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",sci.med
"How does one read the betting spreads for baseball?  They tend to be something
like 8-9 which means it must not be runs!

Thanks.
-- 
-------------------------------------------------------------------------------
David Rex Wood -- davewood@cs.colorado.edu -- University of Colorado at Boulder",rec.sport.baseball
"
Tom Prince is a 28 year old no-hit catcher.  Think of him as a young Dann
Bilardello.  I can't begin to fathom why the Pirates have been so afraid of
losing this guy, who's been in AAA most of the last 5 seasons.  The Pirates
released Kirk Gibson last year because Prince was out of options, then
eventually sent Prince down anyway, and he cleared waivers without a peep.
He's another year older, and still can't hit; why do they think he wouldn't
clear waivers now?  Why would they care?",rec.sport.baseball
"Here is a press release from the Natural Resources Defense Council.

 New Data Show About 100 Major U.S. Water Supplies Vulnerable To
Milwaukee-Type Disease Outbreak
 To: National Desk, Environment Writer
 Contact: Erik Olson or Sarah Silver, 202-783-7800, both
          of the Natural Resources Defense Council

   WASHINGTON, April 14  -- Internal EPA data released
today by the Natural Resources Defense Council reveals that about
100 large water systems -- serving cities from Boston to San
Francisco -- do not filter to remove disease-carrying organisms
leaving those communities potentially vulnerable to a disease
outbreak similar to the one affecting Milwaukee.
   The EPA list is attached.
   ""These internal EPA documents reveal that the safety of water
supplies in many American cities is threatened by inadequate
pollution controls or filtration,"" said Erik Olson, a senior
attorney with NRDC.  ""Water contamination isn't just a problem in
Bangladesh, it's also a problem in Bozeman and Boston.""
   ""As of June 29, 1993, about 100 large surface water systems on
EPA's list probably will be breaking the law.  The 1986 Safe
Drinking Water Act requires all surface water systems to either
filter their water or fully protect the rivers or lakes they use
from pollution,"" Olson continued.  Some systems are moving
towards eventually implementing filtration systems but are
expected to miss the law's deadline.
   Olson pointed out that the threat of contamination is already
a reality in other cities.  A 1991 survey of 66 U.S. surface
water systems by water utility scientists found that 87 percent
of raw water samples contained the Milwaukee organism
cryptosporidium, and 81 percent contained a similar parasite
called giardia.
   Adding to the level of concern, a General Accounting Office
study released today by House Health and Environment Subcommittee
Chairman Henry Waxman indicates serious deficiencies in the
nation's system for conducting and following through on sanitary
surveys of water systems.
   ""This new information raises a huge warning sign that millions
of Americans can no longer simply turn on their taps and be
assured that their water is safe to drink.  We must immediately
put into place programs to protect water sources from
contamination and where this is not assured, filtration equipment
must be installed to protect the public,"" Olson noted.  ""The time
has come for many of the nation's water utilities to stop
dragging their feet and to aggressively protect their water from
contamination; consumers are prepared to pay the modest costs
needed to assure their water is safe to drink.""
   NRDC is a national non-profit environmental advocacy organization.

   Systems EPA Indicates Require Filtration and Do Not Adequately
Protect Watersheds

 CONNECTICUT

 Bridgeport            Bridgeport Hydraulic Co.

 MASSACHUSETTS
 Boston                H2O Resource Author (MWRA)
 Medford               MWRA-Medford Water Dept
 Melrose               MWRA-Melrose Water Dept
 Hilton                MWRA-Hilton Water Dept
 Needham               MWRA-Needham Water Division
 Newtoncenter          MWRA-Newton Water Dept.
 Marblehead            MWRA-Marblehead Water Dept
 Quincy                MWRA-Quincy Water Dept
 Norwood               MWRA-Norwood Water Dept
 Framingham            MWRA-Framingham Water Div
 Cambridge             MWRA-Cambridge Water Dept
 Canton                MWRA-Canton Water Div-DPW
 Chelsea               MWRA-Chelsea Water Dept
 Everett               MWRA-Everett Water Dept
 Lexington             MWRA-201 Bedford (PUO WRKS)
 Lynn                  MWRA-Lynn Water & Sewer Co
 Malden                MWRA-Malden Water Division
 Revere                MWRA-Revere Water Dept
 Woburn                MWRA-Woburn Water Dept
 Swampscott            MWRA-Swampscott Water Dept
 Saugus                MWRA-Saugus Water Dept
 Somerville            MWRA-Somerville Water Dept
 Stoneman              MWRA-Stoneman Water Dept
 Brookline             MWRA-Brookline Water Dept
 Wakefield             MWRA-Same as Above
 Waltham               MWRA-Waltham Water Division
 Watertown             MWRA-Watertown Water Division
 Weston                MWRA-Weston Water Dept
 Dedham                MWRA-Dedham-Westwood District
 Winchester            MWRA-Winchester Water & Sewer
 Winthrop              MWRA-Winthrop Water Dept
 Boston                MWRA-Boston Water & Sewer Co
 S. Hadley             MWRA-South Hadley Fire Dist
 Arlington             MWRA-Arlington Water Dept
 Belmont               MWRA-Belmont Water Dept
 Clinton               MWRA-Clinton Water Dept
 Attleboro             Attleboro Water Dept
 Fitchburg             Fitchburg Water Dept
 Northampton           Northampton Water Dept
 North Adams           North Adams Water Dept
 Amherst               Amherst Water Division DPW
 Gardner               Gardner Water Dept
 Worcester             Worcester DPW, Water Oper
 Westboro              Westboro Water Dept
 Southbridge           Southbridge Water Supply Co
 Newburyport           Newburyport Water Dept
 Hingham               Hingham Water Co
 Brockton              Brockton Water Dept

 MAINE
 Rockland              Camden & Rockland Water Co
 Bath                  Bath Water District

 NEW HAMPSHIRE
 Keene                 City of Keene
 Salem                 Salem Water Dept

 VERMONT
 Barre City            Barre City Water System
 Rutland City          Rutland City Water Dept

 NEW YORK
 Glens Falls           Glens Falls City
 Yorktown Hts          Yorktown Water Storage & Dist
 Rochester             Rochester City
 Henrietta             Henrietta WD
 Rochester             MCWA Upland System
 Rochester             Greece Consolidated
 New York              NYC-Aquaduct Sys (Croton)
 Chappaqua             New Castle/Stanwood WD
 Beacon                Beacon City
 Mamaronek             Westchester Joint Water Works

 PENNSYLVANIA
 Bethlehem             Bethlehem Public Water Sys
 Johnstown             Greater Johnstown Water Auth
 Lock Haven            City of Lock Haven-Water Dept
 Shamokin              Roaring Creek Water Comp
 Harrisburg            Harrisburg City
 Hazleton              Hazleton City Water Dept
 Wind Gap              Blue Mt Consolidated
 Apollo                Westmoreland Auth
 Fayettville           Guilford Water Auth
 Humlock Creek         PG&W-Ceasetown Reservoir
 Springbrook           PG&W-Waters Reservoir
 Wilkes Barre          PG&W-Gardners Creek
 Wilkes Barre          PG&W-Hill Creek
 Wilkes Barre          PG&W-Plymouth Relief
 Altoona               Altoona City Auth
 Tamaqua               Tamaqua Municipal water
 Waynesboro            Waynesboro Borough Auth
 Pottsville            Schuykill Co Mun Auth

 VIRGINIA
 Covington             City of Covington
 Fishersville          South River Sa Dist-ACSA

 SOUTH CAROLINA
 Greenville            Greenville Water Sys

 MICHIGAN
 Sault Ste Marie       Sault Ste Marie
 Marquette             Marquette

 MONTANA
 Butte                 Butte Water Co
 Bozeman               Bozeman City

 CALIFORNIA
 San Francisco         City & County of San Fran

 NEVADA
 Reno                  Westpac

 IDAHO
 Twin Falls            Twin Falls City

 WASHINGTON
 Aberdeen              Aberdeen Water Dept
 Centralia             Centralia Water Dept

 -30-",sci.med
"
I'll answer you're sarcasm with more sarcasm:

	Boy, it looks like the WOD is WORKING REALLY GOOD to stop people from
	being screwed up in the head, given that example!

(Issue: your friend _got_ his drugs--legal or not legal, he'll continue to
get them.  Issue #2: why should _I_, as somebody who does NOT use illegal
drugs and who IS NOT ""screwed up"" have to PAY for this idiot's problems?  He's
not doing anybody any harm except himself.  The WOD, on the other hand, is an
immediate THREAT to MY life and livelyhood.  Tell me why I should sacrafice
THIS to THAT!).


",talk.politics.misc
"
Probably within 50 years, it will be possible to disassemble and
re-assemble our bodies at the molecular level.  Not only will flawless
cosmetic surgery be possible, but flawless cosmetic PSYCHOSURGERY.

What will it be like to store all the prices of shelf-priced bar-coded
goods in your head, and catch all the errors they make in the store's
favor at SAFEWAY?  What will it be like to mentally edit and spell-
check your responses to the questions posed by a phone caller selling
VACATION TIME-SHARE OPTIONS?

Indeed, we are today a nation at risk!  The threat is not from bad genes,
but bad memes!  Memes are the basic units of culture, as opposed to genes
which are the units of genetics.

We stand on the brink of new meme-amplification technologies!  Harmful
memes which formerly were restricted in their destructive power will
run rampant over the countryside, laying waste to the real benefits that
future technology has to offer.

For example, Jeremy Rifkin has been busy trying to whip up emotions
against the new genetically engineered tomatoes under development at
CALGENE.  This guy is inventing harmful memes, a virtual memetic Typhoid
Mary.",sci.med
"

And you wrote an *excellent* report about it.




I understand (from an unreliable source) that Canseco was considered
expendable by the A's when he refused to accept any coaching about
his batting stance.  The A's brain trust came to believe that his
back problems were exacerbated, if not caused, by having a wide open
stance, closing it quickly and then swinging with a lot of torque
(that's a paraphrase of what I remember).

In any event, Canseco took the road that he and he alone would decide
his stance, and the A's began to believe that he would either reinjure
himself or begin to lose his ability to hit for both average and power.




Apparently, you sound like LaRussa.


The A's also objected about this.



Again, I'm just repeating something I heard.  But possibly the cause
and effect is the reverse of that.





--	The Beastmaster

",rec.sport.baseball
"Do you think Omar's grand slam is the result of his new fan club?  Last week 
a banner appeared in the Kingdome:    

	OLDER WOMEN FOR OMAR  
",rec.sport.baseball
"[reply to mcovingt@aisun3.ai.uga.edu (Michael Covington)]
 
 
The guy didn't sound too shy to me.  He sounded like a jerk.  I say ditch
him for someone more knowledgeable and empathetic.",sci.med
"Have you checked out Adobe Illustrator? There are a few Unix versions
for it available, depending on your platform. I know of two Unix versions:
One for Mach (NeXT) and for Irix (SGI). There may be others, such
as for Sun SparcStation, but I don't know for sure.

ttyl,
",comp.graphics
"
[deleted]


Keep in mind this was in Massachussetts.  Today was Patriots Day, a state
holiday.  I think it might be a floating holiday, but given that the
Marathon also happens the same day, most people don't go in.


-- 

#include <std_disclaimer.h>",rec.sport.baseball
"
The key word is `spilled'.  If semen was spilled anywhere where there
was a chance of procreation it was OK.  If it was spilt on the ground or
in to a man it was a big sin, ditto with animals. The jews said sex=pro-
creation.

Homosexuals didn't breed, there fore they are evil and should be stoned
to death.  




Stoning non-breeding population was fine.  Only the breeders were
considered to be worth much.



Xavier",talk.politics.misc
"
And we all hope, Teddy, that you will graduate from the first grade
while Clinton is President. Keep trying.

",talk.politics.misc
"A few days back someone posted info on a gopher site where you could
search for medical graphics, etc.  Could someone please repost or mail me
a copy?  I'd greatly appreciate it.  Thanks!

Mark",comp.graphics
"And then cjkuo@symantec.com (Jimmy Kuo) quoth:

Well, either way, the Reds have to play a man down for 3 days.
",rec.sport.baseball
"
Excellent point.  I hope to God that Ted Simmons doesn't get the weird
idea of trading for the guy.  And if he does, he had better not
include Jeff King in the deal.  Oh God--what if he traded Zane Smith
and Jeff King for Vaughn and Greg Blosser?  It would be worse than The
Nichols Curse!

Hmm, I guess that doesn't sound sincere enough.  Oh well, at least I
tried...",rec.sport.baseball
"

THANKS!  It did work, and it is just what I needed thanks...",comp.graphics
"THE WHITE HOUSE
  
                    Office of the Press Secretary
  
  _______________________________________________________________
  
  For Immediate Release	   	     	           April 14, 1993
  
  
                 TEXT OF A LETTER FROM THE PRESIDENT
                        TO THE SPEAKER OF THE
                    HOUSE OF REPRESENTATIVES AND
               THE PRESIDENT PRO TEMPORE OF THE SENATE
  
  
                           April 13, 1993
  
  
  Dear Mr. Speaker:      (Dear Mr. President:)
  
  As part of my continuing effort to keep the Congress fully 
  informed, I am providing this report, consistent with section 4 
  of the War Powers Resolution, to advise you of actions that I 
  have ordered in support of the United Nations efforts in 
  Bosnia-Herzegovina.
  
  Beginning with U.N. Security Council Resolution 713 of 
  September 25, 1991, the United Nations has been actively 
  addressing the crisis in the former Yugoslavia.  The Security 
  Council acted in Resolution 781 to establish a ban on all 
  unauthorized military flights over Bosnia-Herzegovina.  There 
  have, however, been blatant violations of the ban, and villages 
  in Bosnia have been bombed.
  
  In response to these violations, the Security Council decided, 
  in Resolution 816 of March 31, 1993, to extend the ban to all 
  unauthorized flights over Bosnia-Herzegovina and to authorize 
  Member States, acting nationally or through regional organi-
  zations, to take all necessary measures to ensure compliance.  
  NATO's North Atlantic Council (NAC) agreed to provide NATO air 
  enforcement for the no-fly zone.  The U.N. Secretary General 
  was notified of NATO's decision to proceed with Operation DENY 
  FLIGHT, and an activation order was delivered to participating 
  allies.
  
  The United States actively supported these decisions.  At my 
  direction, the Joint Chiefs of Staff sent an execute order to 
  all U.S. forces participating in the NATO force, for the conduct 
  of phased air operations to prevent flights not authorized by 
  the United Nations over Bosnia-Herzegovina.  The U.S. forces 
  initially assigned to this operation consist of 13 F-15 and 
  12 F-18A fighter aircraft and supporting tanker aircraft.  
  These aircraft commenced enforcement operations at 8:00 a.m. 
  e.d.t. on April 12, 1993.  The fighter aircraft are equipped for 
  combat to accomplish their mission and for self-defense.
  
  NATO has positioned forces and has established combat air 
  patrol (CAP) stations within the control of Airborne Early 
  Warning (AEW) aircraft.  The U.S. CAP aircraft will normally 
  operate from bases in Italy and from an aircraft carrier in the 
  Adriatic Sea.  Unauthorized aircraft entering or approaching 
  the no-fly zone will be identified, interrogated, intercepted, 
  escorted/monitored, and turned away (in that order).  If these 
  steps do not result in compliance with the no-fly zone, such 
  aircraft may be engaged on the basis of proper authorization by 
  NATO military authorities and in accordance with the approved 
  
                                more
  
       	    	      	   	     	       	    (OVER)

                                  2
  
  rules of engagement, although we do not expect such action will 
  be necessary.  The Commander of UNPROFOR (the United Nations 
  Protection Force currently operating in Bosnia-Herzegovina) was 
  consulted to ensure that his concerns for his force were fully 
  considered before the rules of engagement were approved.
  
  It is not possible to predict at this time how long such 
  operations will be necessary.  I have directed U.S. armed forces 
  to participate in these operations pursuant to my constitutional 
  authority as Commander in Chief.  I am grateful for the con-
  tinuing support that the Congress has given to this effort, and 
  I look forward to continued cooperation as we move forward 
  toward attainment of our goals in this region.
  
       	    	      	   	Sincerely,
  
  
  
  
       	    	      	   	WILLIAM J. CLINTON
  
  
  ",talk.politics.misc
"My CorelDRAW 3.0.whatever write SCODL files directly. Look under File|Export
on the main menu. ",comp.graphics
"
I've got the 6.0 spec (obviously since I quoted it in my last posting). 
My gripe about TIFF is that it's far too complicated and nearly
infinitely easier to write than to read, which I think hurts your
acceptance by anything that will need to read those images (e.g.,
paint programs).

In a nutshell, I don't think TIFF is salvageable unless the fat is
trimmed significantly- and then it wouldn't be TIFF anymore.  They
keep trying to cut it back, but it's late now.  Maybe they >will< fix it,
and change that magic number to signify the lack of compatibility. 
That would probably make me happy.",comp.graphics
"Does anyone have the scoop on Scot Erickson?  How long is he going to be
out for?

",rec.sport.baseball
"I am very interested in investigations of starvation for improving health.
I am the young Russian reseacher  and have highest medical education
 and expierence in reseach work in biological field and would like
 to work on this problem.
Can anybody send me the adresses of the hospitals or Medical Centers where  
scientific problems of human starvation for the health are investigated?  
Also I would like to set scientific contacts with colleagues who
deals with investigations in this field.
I would be very appreciated anyone reply me. 

Pls, contact by post: 142292, Russia, 
                        Moscow Region,
                        Puschino,
                        P.O. box 46, 
                        for Kravchenko N.      ;

       or by e-mail: kutuzova@venus.iteb.serpukhov.su",sci.med
"
Unless I've got my notes mixed up, 939 F.2d 499 comes close to this.
Regular guy.  Blue-collar worker at a regular company.  Hauled into
court.  Convicted.  Appeals to 7th circuit.  Makes all the right
arguments (his brief is cited by Mr. Teel as an example of a
""winning"" brief).  Shot down, 3-zip by the 7th circuit.  Appeals to
the Supreme Court.  And...

...Certiorari denied.  Defendant goes to jail.  Oh well.",talk.politics.misc
"There is this newsgroup sci.med.physics and there has been quite a lot
discussion in this group about many chemical items e.g. prolactin
cholesterol, TSH etc. Should there also be a newsgroup sci.med.chemistry?

",sci.med
"Now, that Clinton can get e-mail, i'm wondering if Congress is also
going on line.. If so, does anyone have the address to reach them??
I'm also looking for Bill's e-mail address.
please e-mail me, i am not a regualar reader of this newsgrouop.
",talk.politics.misc
"
Here's one I remember: (sort of)
Yogi's asleep in a hotel room late at night and gets a call from someone.
After he answers the phone the person at the other end asks if he woke Yogi
up. Yogi answered, ""No, the phone did.""",rec.sport.baseball
"A friend of mine has been diagnosed with Psoriatic Arthritis, as a result of
trauma sustained in a car accident several years ago.  The psoriasis is under
control but the arthritis part of the illness is not.

Ansaid (non-steroidal anti-inflammatory) worked pretty well for three years but
isn't helping much now.  My friend is now taking Meclomen (another NSAID) but
this isn't helping control the pain at all.  In the past two months my friend
has also started taking Azulfadine along with the NSAID medicines, but the
effects of the combined drugs aren't supposed to be realized for several months.

As a result of the pain, my friend is having problems sleeping.  Staying in
one position too long is an ordeal.  Another major contributor to pain is that
tendonitis has now developed (left thumb and hand with numbness at the base of
the palm; bottom of feet; shoulders and outer thighs).  The tendonitis is
quite painful yet my friend's doctor has not recommended any form of treatment
to relieve it.

The latest twist is that the doctor has dropped the anti-inflammatories and is
now recommending Prednisone.  The hope is that the Prednisone will relieve some
of the pain from the tendonitis.

My friend is a 41 year old male who feels like he's 80 (his words, not mine).


If anyone is aware of any new treatments for Psoriatic Arthritis, alternative
courses of action, support groups or literature on it, I would be extremely
grateful if you could e-mail to me.  If anyone is interested, I'll post a
summary to this newsgroup.",sci.med
